recipe_id,cuisine,meal_mode,recipe_name,portions,calories,proteinContent,fatContent,carbohydrateContent,ingr_name,ingr_qwn,measure,quantity,text
11,Итальянская кухня,Паста и пицца,Тонкое тесто для пиццы,4,200,5,6,33,Пшеничная мука,175 г,,,"Соединить муку, соль и дрожжи в кухонном комбайне. Соединить в кувшине масло и воду. Не выключая комбайн, влить жидкость и замесить однородное тесто. Переложить на стол, посыпанный мукой и месить тесто 2-3 мин. Переложить тесто в миску и смазать снаружи оливковым маслом. Накрыть миску пищевой пленкой и поставить в теплое место на 40 мин, пока тесто не увеличится в 2 раза. Снова месить тесто 1-2 мин. Раскатать тесто в круг 30 см и положить на противень. Сдавить 2 см от края, чтобы получилась корочка и наполнить начинкой на ваш выбор."
11,Итальянская кухня,Паста и пицца,Тонкое тесто для пиццы,4,200,5,6,33,Соль,по вкусу,,,"Соединить муку, соль и дрожжи в кухонном комбайне. Соединить в кувшине масло и воду. Не выключая комбайн, влить жидкость и замесить однородное тесто. Переложить на стол, посыпанный мукой и месить тесто 2-3 мин. Переложить тесто в миску и смазать снаружи оливковым маслом. Накрыть миску пищевой пленкой и поставить в теплое место на 40 мин, пока тесто не увеличится в 2 раза. Снова месить тесто 1-2 мин. Раскатать тесто в круг 30 см и положить на противень. Сдавить 2 см от края, чтобы получилась корочка и наполнить начинкой на ваш выбор."
11,Итальянская кухня,Паста и пицца,Тонкое тесто для пиццы,4,200,5,6,33,Оливковое масло,1 столовая ложка,,,"Соединить муку, соль и дрожжи в кухонном комбайне. Соединить в кувшине масло и воду. Не выключая комбайн, влить жидкость и замесить однородное тесто. Переложить на стол, посыпанный мукой и месить тесто 2-3 мин. Переложить тесто в миску и смазать снаружи оливковым маслом. Накрыть миску пищевой пленкой и поставить в теплое место на 40 мин, пока тесто не увеличится в 2 раза. Снова месить тесто 1-2 мин. Раскатать тесто в круг 30 см и положить на противень. Сдавить 2 см от края, чтобы получилась корочка и наполнить начинкой на ваш выбор."
11,Итальянская кухня,Паста и пицца,Тонкое тесто для пиццы,4,200,5,6,33,Сухие дрожжи,1 чайная ложка,,,"Соединить муку, соль и дрожжи в кухонном комбайне. Соединить в кувшине масло и воду. Не выключая комбайн, влить жидкость и замесить однородное тесто. Переложить на стол, посыпанный мукой и месить тесто 2-3 мин. Переложить тесто в миску и смазать снаружи оливковым маслом. Накрыть миску пищевой пленкой и поставить в теплое место на 40 мин, пока тесто не увеличится в 2 раза. Снова месить тесто 1-2 мин. Раскатать тесто в круг 30 см и положить на противень. Сдавить 2 см от края, чтобы получилась корочка и наполнить начинкой на ваш выбор."
11,Итальянская кухня,Паста и пицца,Тонкое тесто для пиццы,4,200,5,6,33,Вода,125 мл,,,"Соединить муку, соль и дрожжи в кухонном комбайне. Соединить в кувшине масло и воду. Не выключая комбайн, влить жидкость и замесить однородное тесто. Переложить на стол, посыпанный мукой и месить тесто 2-3 мин. Переложить тесто в миску и смазать снаружи оливковым маслом. Накрыть миску пищевой пленкой и поставить в теплое место на 40 мин, пока тесто не увеличится в 2 раза. Снова месить тесто 1-2 мин. Раскатать тесто в круг 30 см и положить на противень. Сдавить 2 см от края, чтобы получилась корочка и наполнить начинкой на ваш выбор."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Рис арборио,300 г,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Сливочное масло,100 г,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Репчатый лук,1 головка,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Белое сухое вино,200 мл,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Куриный бульон,1 л,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Шампиньоны,300 г,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Соль,по вкусу,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
12,Итальянская кухня,Ризотто,Ризотто с шампиньонами,4,538,14,23,62,Шафран,щепотка,,,"Лук мелко нарезать и обжаривать в сотейнике на сливочном масле до тех пор, пока лук не начнет пахнуть жареным, добавить мелко нарезанные шампиньоны, обжарить их, пока не выпустят воду. Тогда всыпать в сотейник рис и обжаривать его вместе с луком и грибами две минуты, постоянно помешивая. Залить рис и лук куриным бульоном и вином. Варить без крышки, постоянно помешивая. Когда бульон и вино выпарятся наполовину, добавить крошечную щепотку шафрана, посолить. Помешивая, варить, пока рис не приготовится. Если жидкость выкипит слишком рано, долить воды, вина или бульона."
13,Итальянская кухня,Основные блюда,"Макароны, запеченные с помидорами, под сыром",2,1183,31,67,112,Макароны,300 г,,,"Сварите макароны, положите их на дно емкости для выпекания. Порежьте помидоры тонкими ломтиками и положите их на макароны. Потрите сыр. Посыпьте макароны с помидорами тертым сыром и перцем. Чеснок порежьте крупными ломтиками и уложите сверху на запеканку. Обмажьте поверхность блюда тонким слоем майонеза и запекайте в духовке до готовности (примерно, 10–20 минут). Подавайте в горячем виде, можно украсить зеленью."
13,Итальянская кухня,Основные блюда,"Макароны, запеченные с помидорами, под сыром",2,1183,31,67,112,Чеснок,1 зубчик,,,"Сварите макароны, положите их на дно емкости для выпекания. Порежьте помидоры тонкими ломтиками и положите их на макароны. Потрите сыр. Посыпьте макароны с помидорами тертым сыром и перцем. Чеснок порежьте крупными ломтиками и уложите сверху на запеканку. Обмажьте поверхность блюда тонким слоем майонеза и запекайте в духовке до готовности (примерно, 10–20 минут). Подавайте в горячем виде, можно украсить зеленью."
13,Итальянская кухня,Основные блюда,"Макароны, запеченные с помидорами, под сыром",2,1183,31,67,112,Черный перец горошком,10 штук,,,"Сварите макароны, положите их на дно емкости для выпекания. Порежьте помидоры тонкими ломтиками и положите их на макароны. Потрите сыр. Посыпьте макароны с помидорами тертым сыром и перцем. Чеснок порежьте крупными ломтиками и уложите сверху на запеканку. Обмажьте поверхность блюда тонким слоем майонеза и запекайте в духовке до готовности (примерно, 10–20 минут). Подавайте в горячем виде, можно украсить зеленью."
13,Итальянская кухня,Основные блюда,"Макароны, запеченные с помидорами, под сыром",2,1183,31,67,112,Сыр,100 г,,,"Сварите макароны, положите их на дно емкости для выпекания. Порежьте помидоры тонкими ломтиками и положите их на макароны. Потрите сыр. Посыпьте макароны с помидорами тертым сыром и перцем. Чеснок порежьте крупными ломтиками и уложите сверху на запеканку. Обмажьте поверхность блюда тонким слоем майонеза и запекайте в духовке до готовности (примерно, 10–20 минут). Подавайте в горячем виде, можно украсить зеленью."
13,Итальянская кухня,Основные блюда,"Макароны, запеченные с помидорами, под сыром",2,1183,31,67,112,Помидоры,1 штука,,,"Сварите макароны, положите их на дно емкости для выпекания. Порежьте помидоры тонкими ломтиками и положите их на макароны. Потрите сыр. Посыпьте макароны с помидорами тертым сыром и перцем. Чеснок порежьте крупными ломтиками и уложите сверху на запеканку. Обмажьте поверхность блюда тонким слоем майонеза и запекайте в духовке до готовности (примерно, 10–20 минут). Подавайте в горячем виде, можно украсить зеленью."
13,Итальянская кухня,Основные блюда,"Макароны, запеченные с помидорами, под сыром",2,1183,31,67,112,Майонез,150 г,,,"Сварите макароны, положите их на дно емкости для выпекания. Порежьте помидоры тонкими ломтиками и положите их на макароны. Потрите сыр. Посыпьте макароны с помидорами тертым сыром и перцем. Чеснок порежьте крупными ломтиками и уложите сверху на запеканку. Обмажьте поверхность блюда тонким слоем майонеза и запекайте в духовке до готовности (примерно, 10–20 минут). Подавайте в горячем виде, можно украсить зеленью."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Рис,400 г,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Сливочное масло,100 г,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Сладкий перец,2 штуки,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Репчатый лук,1 головка,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Чеснок,4 зубчика,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Овощной бульон,"1,5 л",,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Херес,100 мл,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Сливки 35%-ные,100 мл,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Тимьян,4 штуки,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
14,Итальянская кухня,Ризотто,Ризотто со сливками и сладким перцем,4,715,10,31,94,Соль,по вкусу,,,"Растопить в глубокой сковороде сливочное масло (80 г) и обжарить на нем мелко нарубленный лук. Лук должен стать совершенно мягким и полупрозрачным. Всыпать рис и обжаривать его несколько минут, постоянно помешивая. Добавить мелко нарубленный чеснок, перемешать, потомить вместе с рисом, маслом и луком; как только чеснок практически растворится в массе риса и лука и начнет издавать свой характернейший из запахов, влить в сковороду сухой херес, перемешать с рисом и овощами и, убрав до минимума огонь, выпаривать алкоголь, постоянно помешивая. Как только о присутствии хереса станет напоминать исключительно его аромат, влить в сковороду треть бульона, перемешать содержимое сковороды, чтобы бульон проник во все самые тайные норки, и варить рис на медленном огне, доливая бульон по мере его выкипания. На оставшемся сливочном масле обжарить мелко нарезанные и очищенные от семечек и прочих внутренних излишеств перцы. Перцы должны стать мягкими и начать пахнуть жареным. Всыпать перцы в сковороду с полуготовым ризотто, посолить, поперчить, перемешать, долить бульон и продолжать ту же канитель с варкой — помешивать, доливать бульон. Когда рис будет практически готов, вмешать в него сливки. Выключить огонь и еще примерно минуту помешивать содержимое сковороды, чтобы добиться кремовой консистенции ризотто. Подавать, посыпав листочками тимьяна."
