id_recipe,name_recipe,portions,calories,protein,fat,carbo,text_recipe,vegeterian
615,Салат с тунцом и молодым сыром,4,613,53,46.0,10.0,"Моцареллу и лайм разрезать пополам, черри — на четвертинки. Оливковое масло смешать с соком лайма, солью и перцем. Отдельно соевый соус смешать с соком лайма. Тунец обвалять в кунжуте, поперчить, посолить и обжарить на оливковом масле на раскаленной сковороде с каждой стороны по 30 секунд. Тунец нарезать тонкими ломтиками. В отдельной чаше смешать помидоры и моцареллу, посолить по вкусу. Добавить Микс Тоскана. Полить оливковым маслом с соком лимона. На тарелку выложить ломтики тунца по кругу, полить соевым соусом с лаймом. В середину через кулинарное кольцо выложить салат с черри и моцареллой и посыпать луком фри. Украсить листьями кинзы.",False
616,Кефтедес,6,532,21,38.0,26.0,"В миске смешать мяту, 2 столовые ложки масла, столовую ложку орегано, по 1/8 чайной ложки корицы и мускатного ореха, кайенский перец, мелко натертый красный лук, яйцо и желток. Посолить и поперчить. С хлеба срезать корку и залить молоком на пять минут. Затем отжать и добавить к луку и специям, туда же отправить фарш. Смешать и слепить 20 одинаковых шариков. Затем слегка расплющить и придать форму котлеток. Обвалять в муке. В глубокой сковороде разогреть 50 мл оливкового масла. Пожарить котлетки по шесть минут со всех сторон. Переложить на бумажные полотенца. Оставшееся масло разогреть в сковороде, добавить измельченный чеснок и жарить минуту. Добавить томатную пасту и лаврушку. Консервированные помидоры без шкурки взбить в пюре и влить в сковороду, ­добавить оставшиеся специи и бульон. Варить на среднем ­огне, помешивая, двадцать ­минут. Посолить, поперчить и влить лимонный сок. Выложить в соус котлетки, слегка прогреть и подавать, посыпав петрушкой.",False
617,Фахитас с курицей,4,486,41,19.0,39.0,"Перец разрезать пополам, очистить от семечек и тонко нарезать. Мелко нарезать лук. Курицу нарезать полосками так, чтобы по размеру они напоминали полоски перца. В миске смешать перец, лук и курицу с паприкой и зирой. Выжать сок половины лайма, сбрызнуть оливковым маслом, поперчить и как следует все перемешать. Дать замариноваться в течение 5­-10 минут. Для сальсы: тонко нарезать половину чили перца. Грубо нарезать половину помидоров черри и две трети пучка кинзы. Перемешать все в отдельной миске, посолив и поперчив. Влить сок 1 лайма. Разогреть сковороду гриль на сильном огне. Обжарить курицу с овощами до золотистого цвета (6­-8 минут). Важно постоянно переворачивать содержимое сковороды, иначе все тут же подгорит. Сделать гуакомоле: ­ раздавить оставшиеся помидоры черри на доске, тонко нарезать вторую половину перца чили и кинзу (не только листочки, но стебли). Разделить авокадо пополам, выжать мякоть на доску к помидорам, зелени и черри, грубо порубить. Посолить и поперчить по необходимости. Разогреть тортильи в духовке при 60 градусах в течение 5 минут. Выжать сок из оставшейся половины лайма на курицу с овощами. Натереть чеддар на терке. Выложить в тортилью курицу с овощами, гуакомоле, сальсу, йогурт и сыр. Для большой компании все ингредиенты можно просто поставить на стол, чтобы каждый сам собрал себе фахиту.",False
618,Профитроли с заварным кремом и карамельным соусом,8,636,11,33.0,73.0,"Замочить желатин в небольшом количестве воды. В отдельном сотейнике смешать молоко, 100 г сливок и стручок ванили, разрезанный пополам. По желанию из ванили можно достать семена и добавить их в молочную смесь. Довести до медленного кипения. Тем временем, венчиком смешать яичные желтки (предварительно отделив их от белков), 135 г сахара, 70 г муки и щепотку соли. Медленно влить молочную смесь, как следует вымешивая, чтобы не было комков. При желании это можно сделать в блендере. Перелить смесь в сотейник. На медленном огне нагреть соус, постоянно мешая, пока масса не загустеет и на поверхности не образуются пузыри. Это займет около минуты. Вмешать желатин и тут же убрать с огня, чтобы масса не подгорела. Перелить в чашу и накрыть пленкой так, чтобы она плотно прилегала к соусу. Убрать в холодильник на 3 часа. Если комки в соусе все-таки образовались, то его стоит протереть через сито после того, как он остынет. Для теста, в небольшом сотейнике разогреть 1 стакан воды и растопить 90 г масла, нарезанного мелким кубиком. Убавить огонь до минимума, добавить 140 г муки и ¼ ч л соли. Мешать и варить тесто до тех пор, пока оно не начнет легко отставать от сотейника, около 1 минуты. Переложить в большую чашу. С помощью миксера, ввести 4 яйца по одному за раз, хорошо перемешивая. Накрыть пленкой, дать остыть в течение 1 часа. Разогреть духовку до 220 С. Накрыть противень пергаментной бумагой. Переложить тесто в кондитерский мешок с круглой насадкой. Выдавить небольшие шарики на подготовленный противень, оставляя между ними около 1 см. Верхушку примять влажными кончиками пальцев. Выпекать до золотистого цвета, около 23 минут. Достать из духовки, проткнуть каждый шарик кончиком ножа, дать остыть. Для карамельного соуса, 265 г сахара и 1/3 стакана воды нагреть на медленном огне до тех пор, пока не раствориться сахар. Увеличить огонь, и больше не мешая, сварить карамель красивого янтарного цвета. Время от времени, края сотейника можно смазать силиконовой кисточкой, смоченной в воде. Добавить 100 г сливок, сливочное масло, как следует перемешать венчиком и снять с огня. Остывший крем переложить в кондитерский мешок. Наполнить профитроли кремом и обмакнуть каждый в карамельный соус.",False
619,Бархатистый суп с цукини,4,188,6,14.0,10.0,"Цукини порезать на дольки и потушить с мелко нарезанным репчатым луком и чесноком на сковородке со сливочным маслом, не закрывая крышкой. Когда овощи станут мягкими (они не должны быть поджаренными), измельчить их в блендере. Затем добавить бульон, сливки, порошок карри и еще раз перемешать в блендере. Поставить на огонь, довести до легкого закипания и подавать.",False
620,Курица с грибами в сливках,4,675,81,34.0,7.0,"Филе курицы режем крупными кусочками, грибы «пластинками». Курицу и грибы кладем в сковороду и обжариваем на сливочном масле. Пока жарятся курица и грибы, готовим сливки. В глубокой тарелке давим чеснок, трем туда сыр, добавляем мелко порезанную зелень, заливаем сливками, добавляем немного прованских трав и перемешиваем. Как потушилась курица и грибы, сливаем от них выделившийся сок (не весь, а так чтобы еще осталось немного на ваше усмотрение) и заливаем туда наши сливки, тушим на маленьком огне еще минут 10.",False
621,Глинтвейн на темном пиве,4,141,2,0.0,23.0,"Залить в сотейник примерно полторы бутылки темного пива. Поставить на средний огонь. Как только появятся первые пузырьки, снять сотейник с огня. Главное — не доводить до кипения. Добавить специи: кардамон, имбирь, корицу, мускатный орех, гвоздику и мед. Добавить цедру лимона и снова поставить сотейник на огонь. Украсить палочкой корицы и апельсиновыми кольцами.",False
622,Фетучини с ветчиной и грибами,2,846,22,57.0,55.0,"Для начала отварим макароны. Чтобы они лучше варились и меньше слипались, добавим в воду 2 столовых ложки растительного масла и соль. Макароны варим до состояния аль денте и сливаем. Грибы измельчаем и отвариваем 5-10 минут в небольшом количестве воды, солим. Теперь приготовим соус. На сковородке растапливаем сливочное масло, и всыпаем муку, смешиваем с маслом и хорошенько солим. Потом добавляем сливки. Так как мы посолили муку, она должна хорошо разойтись в сливках. Перемешиваем до однородности и вливаем грибы вместе с бульоном (его должно быть немного) и еще раз хорошенько перемешиваем. Ветчину режем тонкими полосками и добавляем перед употреблением. Теперь по желанию можно полить готовые макароны на тарелке соусом, а можно переложить из кастрюли в соус и перемешать. По желанию можно добавить тертый сыр.",False
623,Черри-томато киш,6,517,19,33.0,35.0,"Помидоры уложить на противень и запекать в духовке десять минут при 180 градусах, остудить, очистить от кожицы, полить маслом, уксусом, посолить и поперчить. В крошку перетереть руками муку со сливочным маслом, добавить желток, соль, воду и замесить эластичное тесто. В форму диаметром 18–20 см уложить тесто по дну, формируя бортики высотой 3 см. Лук мелко нарезать. Сыр натереть. Рыбу нарезать небольшими кубиками. Для начинки смешать сыр, два яйца, сметану, лук, рыбу и перелить в форму. Запекать при температуре 180 градусов тридцать пять минут. Сверху выложить подмаринованные черри.",False
624,Картофельное пюре по рецепту Жоэля Робюшона,4,1159,7,106.0,48.0,"Картофель отварить. Далее остудить и снять кожу. Протереть. Протертый картофель выложить в сотейник на очень маленький огонь. Добавить ледяное, предварительно замороженное при температуре минус 25 градусов сливочное масло, нарезанное кубиками и вмешать его в картофель, не снимая с огня. Когда все масло растворится в картофеле, снять сотейник с огня, влить молоко. Затем посолить и поперчить по вкусу.",False
625,"Салат с курицей, огурцом и черносливом",4,185,20,5.0,17.0,"Сварить куриную грудку с лавровым листом и несколькими горошинами перца. Готовую курицу достать из бульона, бульон сохранить. Яйца сварить в кипящей воде в течение 10 минут. Затем залить их холодной водой. Очистить вареные яйца и натереть их на крупной терке. Нарезать грудку, огурцы, чернослив толстой соломкой. Разбавить майонез куриным бульоном и перемешать до однородной консистенции. Смешать все подготовленные продукты и посолить салат по вкусу.",False
626,Пицца настоящая,4,379,14,12.0,59.0,"Перемешать муку с солью, дрожжи развести в небольшом количестве воды. Влить дрожжи в муку и постепенно добавлять оставшуюся воду из стакана, до получения мягкого, слегка прилипающего к рукам теста, месить тесто 10 минут, очень важно для качества теста. Затем придать тесту форму шара, припорошить мукой и оставить подходить в теплом месте на два часа. Когда тесто хорошо поднимется, выстелить противень бумагой для выпечки, подлить чуть-чуть оливкового масла и руками размазать его по бумаге. Затем хорошо намасленными ручками взять тесто и равномерно распластать его по противню. Распределить по всей поверхности теста томатный соус. Затем добавить начинку по вкусу (можно использовать тонко порезанную салями), сверху посыпать все кубиками моцареллы, парой щепоток ореганo и сбрызнуть парой столовых ложек оливкового масла. Печь в течение 10–12 минут в предварительно нагретой до 250 градусов духовке, в верхней ее части.",False
627,"Багет с сыром, зеленью и ветчиной",2,931,36,30.0,129.0,"Разрежьте багет поперек. Положите начинку внутрь. Поджарьте на сковороде с двух сторон, пока сыр не растает.",False
628,Вальдорфский салат,4,346,4,25.0,27.0,"Майонез (можно приготовить самостоятельно), сметану и лимонный сок смешать венчиком в глубокой миске. В ту же миску натереть на крупной терке корень сельдерея (предварительно очистив его от кожуры), нарезать мелкими кубиками яблоки (предварительно очистив их от зеленой шкурки), нарезанные на половинки виноградины и вишню. Посолить все это дело, поперчить, посыпать грубо смолотыми грецкими орехами и подавать к белому вину.",False
629,Табуле с вялеными помидорами,4,741,19,38.0,72.0,"Булгур отварить в кипящей подсоленной воде в течение десяти минут под крышкой. Бросить в кастрюлю кусок масла, выключить огонь и томить еще пять минут. Петрушку, мяту и базилик (только листья) мелко нарубить, смешать с давленным чесноком, произвольно нарезанными помидорами, оливковым маслом, лимонным соком, мелко нарубленным зеленым или красным перцем. Посолить, поперчить. Перемешать готовый булгур с салатом из пряных трав и помидоров, дать настояться пять минут и подавать в качестве закуски.",False
630,Ленивые вареники со сметаной,2,582,51,16.0,59.0,"Из муки, творога, яиц, сахара и соли замешиваем тесто, некрутое, но чтобы и не прилипало к рукам. Получившееся тесто делим на несколько частей, из каждой скатываем колбаски, нарезаем на кусочки и варим в подсоленной кипящей воде 1–2 минуты. Подаем со сметаной.",False
631,Домашняя шаурма с курицей,2,812,46,13.0,126.0,"Сначала приготовить соус, чтобы он настоялся и хорошо пропитался. Для этого смешать сметану, мелко нарезанную петрушку, пропущенный через пресс чеснок, соль, перец и специи. Куриное филе разрезать пополам вдоль, посолить и поперчить, посыпать смесью специй, сбрызнуть оливковым маслом, растереть и оставить мариноваться на 10 минут. Обжарить филе на растительном масле с двух сторон до золотистой корочки. Красный лук нарезать тонкой соломкой. Замариновать лук с солью и сахаром в винном уксусе. Нарезать овощи соломкой. Разложить лаваш, намазать его соусом и сверху выложить овощи. Куриную грудку нарезать ломтиками и выложить на овощи. Аккуратно свернуть плотно лаваш в трубочку и обжарить на раскаленной сковороде-гриль. Сразу же подавать.",False
632,Быстрый кекс из микроволновки,1,990,24,37.0,142.0,"Добавить сухие ингредиенты в кружку (безопасная для микроволновой печи), смешать вилкой. Добавить яйцо и еще раз все перемешать. Влить молоко, масло, ваниль, осуществить тщательное финальное помешивание, добавить шоколадную крошку и корицу (по желанию). Поставьте кружку в микроволновку на 3 минуты, при мощности 1000 Ватт. Не волнуйтесь, если кекс будет подниматься над кружкой — это нормально. Готовый кекс полить взбитыми сливками/сиропом или украсить вишнями.",False
633,Салат с авокадо и креветками,2,324,38,16.0,8.0,"Авокадо нарезать тонкими дольками, сбрызнуть лимонным соком. Добавить нарезанный помидор и свежие листья салата. Добавить заранее сваренные и охлажденные креветки. Заправить соусом «1000 островов».",False
634,Чакапули,8,1119,60,94.0,3.0,"Мясо снять с кости — можно на рынке попросить продавца сделать это за вас. Кости же можно сохранить для будущих бульонов. Нарезать его на порционные куски и положить в емкость с толстым дном. Крупно нарубить всю зелень, предварительно отрезав толстые стебли, засыпать мясо. Влить вино, закрыть крышкой, поставить на небольшой огонь примерно на час. Когда мясо будет готово, добавить ткемали по вкусу, пере­мешать все и оставить на огне еще на десять минут. Посолить по вкусу и подавать.",False
635,Молочный кисель с ванилью,2,311,8,11.0,45.0,"Стручок мадагаскарской ванили острым ножом разрезать в длину пополам и выскрести внутренности — маленькие черные семена. Крахмал развести в половине стакана молока. Чтобы избежать образования комочков, молоко лучше влить тонкой струйкой в миску с крахмалом, а затем аккуратно размешать все чайной ложкой. Оставшееся молоко вылить в маленький сотейник, добавить стручок ванили вместе с семенами, довести до кипения, затем убавить огонь, извлечь стручок и тонкой струйкой влить разведенный в молоке крахмал. Добавить сахар или мед (мед лучше взять деликатный, например, из цветов акации). Варить, постоянно помешивая, две-три минуты. Помешивать лучше всего венчиком — тогда точно не будет комочков. Готовый кисель охладить в течение тридцати минут, затем разлить по кружкам и подавать, посыпав тертым темным шоколадом (для контраста) или какао-порошком.",False
636,Синнабон,12,487,7,19.0,75.0,"Смешать половину муки и дрожжи в деже. В небольшом сотейнику смешать молоко, 75 грамм масла, белый сахар и 0,5 чайной ложки соли на среднем огне, пока температура не достигнет 48–50 градусов. К мучной смеси добавить яйца и молочную смесь и перемешать миксером на небольшой скорости в течение 30 секунд. Затем постепенно добавить оставшуюся муку и замесить тесто. Переложить тесто на подпыленный мукой стол и вымесить гладкое и эластичное тесто, на это уйдет 5–10 минут. Переложить тесто в смазанную маслом большую чашу, накрыть пленкой и убрать с теплое место на 15 минут. Тем временем в небольшой миске смешать коричневый сахар и корицу. Раскатать тесто в прямоугольник размером примерно 45×50 см. Смазать тесто 75 граммами размягченного сливочного масла и равномерно посыпать смесью сахара и корицы. Плотно свернуть тесто так, чтобы получился рулет длиной 45 см. Разрезать его на двенадцать одинаковых булочек. Взять форму для запекания размером примерно 22×33 см, смазать ее сливочным маслом и плотно уложить булочки. Накрыть пищевой пленкой или кухонным полотенцем и поставить в теплое место подниматься на 45 минут. Разогреть духовку до 200 градусов и выпекать расстоявшиеся булочки в середине духового шкафа около 15 минут или пока они не подрумянятся. Пока булочки выпекаются, миксером смешать сливочный сыр, 55 грамм масла, сахарную пудру, ванильный экстракт и щепотку соли до образования пышной массы. Готовые булочки оставить на 15 минут, чтобы они немного остыли, а затем нанести на них глазурь.",False
637,Хворост,4,3672,9,381.0,53.0,"Смешать молоко, сметану, яичные желтки, сахар и соль миксером. Постепенно всыпать муку и замесить крутое тесто. Тесто раскатать тонким слоем, нарезать узкими полосками длиной 10–12 см, в середине каждой сделать надрезы и продеть конец полоски в надрез. Подготовленное тесто обжарить в кипящем масле. Готовый хворост выложить на бумажные полотенца, чтобы избавиться от лишнего жира. Перед подачей посыпать хворост сахарной пудрой.",False
638,Норвежский сливочный суп с семгой,4,642,27,45.0,35.0,"Покрошить мелко лук и натереть морковь на мелкой терке. Очистить от шкурки картофель и помидоры и вместе с семгой нарезать мелкими кубиками. Налить на дно кастрюли немного растительного масла и обжарить лук, морковь и помидоры. Затем влить в кастрюлю воду и довести до кипения. Добавить картофель, соль и специи по вкусу и варить около 5–7 минут. Затем добавить семгу, медленно влить сливки и варить до готовности картофеля. Блюдо украсить свежей зеленью.",False
639,Гречневая лапша с яйцами и сыром тофу,4,663,26,18.0,99.0,"Сварить вкрутую яйца, а лапшу отварить до состояния аль-денте (поварив ее на минуту меньше, чем указано на упаковке) и промыть холодной водой. В разогретой сковороде вок обжарить нарезанный полукольцами лук на кунжутном масле. Добавить соевого соуса, уксуса, сахара и тушить соус примерно минуту на медленном огне. Яйца очистить от скорлупы и нарезать кубиками. Соевый творог тоже нарезать кубиками. Промытую лапшу переложить в сковороду и тщательно перемешать с соусом. Потом всыпать в сковороду все остальные подготовленные компоненты: яйца, творог и нарезанный кольцами перец чили. Еще раз все перемешать, выключить огонь и дать лапше настояться минуту под крышкой.",False
640,Похлебка из гороха маш с мятой,8,204,10,7.0,25.0,"На растительном масле обжарить лук и морковь, предварительно их мелко нарезав. Очищенные от кожи помидоры (проще всего очистить, сделав на кожице крестообразные надрезы и бросив на пару минут в кипящую воду; кожица слезает практически сама) мелко нарубить и обжаривать две минуты вместе с луком и морковью — можно в сковороде, а можно и в той кастрюле, в которой вы будете варить суп. Если дно у нее не подгорает, а бока не слишком высокие и не затрудняют процесс ­помешивания. Влить в кастрюлю с обжаренными овощами три литра воды, ­довести до кипения и засыпать два стакана гороха маш. Варить тридцать минут. Посолить, попер­чить, попробо­вать. Убедиться, что все в порядке и снять с огня. После чего добавить мелко нарубленный чеснок и петрушку. Разливая по тарелкам, добавить в каждую тарелку щепотку мелко нарубленной мяты.",False
641,Окрошка на кефире и газированной воде,12,184,10,11.0,13.0,"Отварить картофель, остудить, очистить и нарезать небольшими кубиками. Яйца отварить вкрутую, промыть под холодной водой, очистить и мелко покрошить. Огурцы, 4 штуки, нарезать мелко, 1 потереть на терке. Салями нарезать небольшими кубиками. Редис потереть на терке. Лук мелко нарезать, часть посыпать солью и потолочь. Сложить все ингредиенты в большую кастрюлю. Налить холодный кефир. Добавить холодную газированную воду. Посолить. Добавить уксус по вкусу. Перемешать. Остудить.",False
642,Творожный чизкейк с клубникой,1,5051,149,292.0,470.0,"Для приготовления основы чизкейка в кухонном комбайне нужно смешать сливочное масло с песочным печеньем до получения однородной массы. Полученную массу выложить в круглую разъемную форму диаметром 26 см (или любого другого)) и распределить равномерно по ней, вдавливая до образования основы. Поставить в холодильник на час. Залить желатин 50 мл кипятка и дать немного остыть (или еще поставить на водяную баню, помешивая, до полного растворения). В кухонном комбайне измельчить творог до образования однородной творожной массы. Взбить миксером полученную творожную массу, сливки и сахар. В зависимости от вкусовых предпочтений — можете увеличить или уменьшить количество сахара. Добавить заранее подготовленный желатин, сок одного лимона и ванилин. Хорошо взбить! Выложить полученную массу на ранее подготовленную основу и поставить в холодильник на час. Теперь тонко нарезать клубнику и покрыть ею всю поверхность чизкейка, залить клубничным желе. После чего поставить чизкейк на час в холодильник, через час он уже будет готов.",False
643,Картопляники,2,1212,58,49.0,137.0,"Картофель очистить и крупно нарезать. Отварить картофель до готовности, 20–25 минут. Размять картошку в пюре. Лук мелко нарезать. Обжарить лук до золотистого цвета. Добавить фарш к луку и обжарить до готовности. Посолить и поперчить в конце. Измельчить зелень. В картофельное пюре вбить яйцо, добавить чуть больше половины стакана муки и хорошо вымесить получившееся тесто. Смешать фарш с зеленью. Слепить котлетки с фаршем внутри. Обвалять их в муке. Обжарить на растительном масле с двух сторон до румяной корочки. Подавать со сметаной.",False
644,"Курица с брокколи и морковью, тушеная в сливках",4,173,22,5.0,10.0,"Куриное филе моем, режем кубиками. Готовим маринад для курицы (чтобы филе было мягким и нежным): смешиваем соевый соус, бальзамический уксус, выдавленный или мелко нарезанный чеснок, сушеный травы, перец молотый. В этой смеси маринуем курицу 20–30 минут. Пока филе маринуется, моем и чистим морковь, натираем ее на крупной терке. Брокколи (заранее размороженную) разделяем на некрупные соцветия, солим по вкусу. Курицу выкладываем на разогретую сковороду (без масла) и тушим под крышкой, иногда помешивая 5 минут. Добавляем морковь, тушим на среднем огне еще 3–4 минуты, затем добавляем брокколи, перемешиваем, накрываем крышкой и оставляем еще на 5–7 минут. Сливки смешиваем с творожным или сливочным сыром и вливаем к курице и овощам, доводим до кипения и тушим на небольшом огне 5–7 минут. При подаче можно посыпать свежей зеленью или тертым сыром.",False
645,Пирог с творожной начинкой.,8,488,17,23.0,54.0,"Сливочное масло оставить при комнатной температуре для размягчения. К мягкому маслу добавить сахар, муку и разрыхлительный порошок. Перемешать так, чтобы получилось тесто в виде крошек. Для начинки взбить яйца, добавить сахар, творог и хорошо взбить массу (желательно измельчить в начинке творог блендером — так начинка получится лучше). Форму покрыть бумагой для выпечки и немного смазать сливочным маслом. Выложить в форму половину теста. Выложить всю начинку и посыпать оставшимися крошками теста. Выпекать творожник в предварительно разогретой до 180 градусов духовке 30–45 минут, как зарумянится.Готовый пирог оставить в форме, чтобы он немного остыл (так вкус творожника станет более выраженным).",False
646,Имбирное печенье с корицей,4,794,12,25.0,132.0,"Духовку разогреть до 180 градусов. Перемешать муку с разрыхлителем, очищенным и мелко натертым имбирем, измельченной в ступке гвоздикой и корицей. Масло размягчить. Взбить масло с сахаром добела, добавить яйцо, муку и замесить тесто. Присыпать стол мукой, выложить на него тесто и раскатать. Вырезать из теста печенье той формы, которая вам нравится. Присыпать сахаром или молотым миндалем. Смазать противень маслом, присыпать мукой и выложить на него печенье. Выпекать в разогретой духовке 25–30 минут.",False
647,Том кха гай,6,442,22,32.0,18.0,"Нарезать галангал тонкими полосками. У лемонграсса срезать концы и убрать внешнюю оболочку. В сотейник налить половину кокосового молока, поставить на средний огонь. Положить в молоко галангал и лемонграсс. Пока греется молоко, разрезать грудки на кубики среднего размера. Когда молоко начнет закипать, добавить курицу и остальное кокосовое молоко. Убавить огонь до минимума, чтобы молоко не сгорело. Нарезать перец чили по диагонали на небольшие кольца. Добавить в сотейник к супу. Вешенки промыть и разобрать на отдельные грибы. Слегка перемешать суп, добавить грибы и лук. Мешать суп следует в одном направлении, стараясь не повредить структуру, иначе молоко свернется. Нарезать помидоры крупным кубиком и добавить, когда суп закипит. Порвать листья лайма, перемешать. Варить на медленном огне еще 10 минут, не давая ему закипеть. Через 10 минут снять с огня. Добавить в суп сок лайма и соль по вкусу.",False
648,Картофельные котлеты на растительном масле,4,419,10,20.0,52.0,"Картофель нужно очистить и сварить до мягкости в подсоленной воде. Когда он будет готов, воду нужно слить и добавить к нему хороший кусочек сливочного масла. Пока картошка не остыла, размять ее вместе с маслом так, чтобы получилась масса без комочков. Теперь сюда нужно добавить яйца, примерно 1,5 столовой ложки муки и тщательно перемешать до однородности. Из получившегося теста слепить котлетки (или круглые биточки). Разогреть сковороду с растительным маслом и выложить на нее котлеты. Жарить котлеты нужно на среднем огне до тех пор, пока они не приобретут золотистый оттенок. Перевернуть котлеты и добиться такого же цвета с другой стороны. После этого блюдо можно считать готовым. Подавать котлеты со сметаной, грибным соусом, овощным салатом или в качестве гарнира к мясному или рыбному блюду.",False
